id,connector_id,table_name,tablespace_name,num_rows,size_rows_bytes,is_partitioned
9655,45,export,public,949215.0,93011968.0,False
9656,45,part,public,186308.0,33562624.0,False
9657,45,customer,public,136943.0,29368320.0,False
9658,45,metadata,public,542.0,73728.0,False
9659,45,logger,public,291.0,114688.0,False
9660,45,objects,public,82.0,8192.0,False
9661,45,connections,public,39.0,8192.0,False
9662,45,nation,public,25.0,8192.0,False
9663,45,extended_connections,public,7.0,8192.0,False
9664,45,jobs,public,6.0,65536.0,False
9665,45,shipdate_1996,public,0.0,0.0,False
9666,45,shipdate_1997,public,0.0,0.0,False
9667,45,shipdate_1998,public,0.0,0.0,False
9668,45,_exec,public,0.0,0.0,False
9669,45,national,public,0.0,8192.0,False
9670,45,shipdate_1993,public,0.0,0.0,False
9671,45,performance_logger,public,0.0,0.0,False
9672,45,testitem,public,0.0,0.0,False
9673,45,region,public,0.0,8192.0,False
9674,45,lineitem_partitioned,public,0.0,0.0,True
9675,45,shipdate_1992,public,0.0,0.0,False
9676,45,shipdate_1994,public,0.0,0.0,False
9677,45,shipdate_1995,public,0.0,0.0,False
159,37,export,public,949215.0,93011968.0,False
160,37,part,public,186308.0,33562624.0,False
161,37,customer,public,136943.0,29368320.0,False
27,18,lineitem,public,2759790.0,464601088.0,False
28,18,orders,public,1464250.0,213770240.0,False
29,18,partsupp,public,753467.0,142958592.0,False
30,18,part,public,186308.0,33562624.0,False
31,18,customer,public,136943.0,29368320.0,False
32,18,supplier,public,10000.0,7009288192.0,False
33,18,nation,public,25.0,8192.0,False
34,18,connections,public,18.0,8192.0,False
35,18,jobs,public,2.0,32768.0,False
36,18,shipdate_1994,public,0.0,0.0,False
37,18,shipdate_1995,public,0.0,0.0,False
38,18,shipdate_1996,public,0.0,0.0,False
39,18,shipdate_1997,public,0.0,0.0,False
40,18,shipdate_1998,public,0.0,0.0,False
41,18,extended_connections,public,0.0,8192.0,False
42,18,objects,public,0.0,0.0,False
43,18,metadata,public,0.0,8192.0,False
44,18,logger,public,0.0,8192.0,False
45,18,national,public,0.0,8192.0,False
46,18,shipdate_1993,public,0.0,0.0,False
47,18,performance_logger,public,0.0,0.0,False
48,18,testitem,public,0.0,0.0,False
49,18,region,public,0.0,8192.0,False
50,18,_exec,public,0.0,0.0,False
51,18,lineitem_partitioned,public,0.0,0.0,True
52,18,shipdate_1992,public,0.0,0.0,False
162,37,metadata,public,76.0,16384.0,False
163,37,nation,public,25.0,8192.0,False
